UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Samira #IndyWales #EndFGM فلسطين قضيتي,@abdisamira1,2022-04-22T18:26:57.000Z,"Samira #IndyWales #EndFGM فلسطين قضيتي
@abdisamira1
·
Apr 22","JD continuous use of misogynistic words when talking about his ex-wives shows what he really is … a fucking misogynistic abusive bully. 
 #TeamAmber #JohnnyDeppVsAmberHeard
2
4",,2,,4,[],https://twitter.com/abdisamira1/status/1517570671802466304
Samira #IndyWales #EndFGM فلسطين قضيتي,@abdisamira1,2022-04-25T16:23:08.000Z,"Samira #IndyWales #EndFGM فلسطين قضيتي
@abdisamira1
·
Apr 25","Yes I do  #IStandWithAllisonBailey
6",,,,6,[],https://twitter.com/abdisamira1/status/1518626675843641344
Samira #IndyWales #EndFGM فلسطين قضيتي,@abdisamira1,2022-04-26T12:16:14.000Z,"Samira #IndyWales #EndFGM فلسطين قضيتي
@abdisamira1
·
Apr 26","Disgusting Pig.
Diane Abbott MP
@HackneyAbbott
 · Apr 26
This is Glen Owen the Mail on Sunday journalist who wrote the ridiculously misogynistic story about Angela Rayner and her legs. Interesting that he feels entitled to judge female MPs by their looks.",,,,,"['https://pbs.twimg.com/profile_images/688301410589478912/B9DBf0yT_mini.jpg', 'https://pbs.twimg.com/media/FRQVdEoXwAADgyi?format=jpg&name=small']",https://twitter.com/abdisamira1/status/1518926929239461888
