UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Teapot Dome was Amateur Hour!,@HarrenGWarding,2022-04-29T02:22:31.000Z,"Teapot Dome was Amateur Hour!
@HarrenGWarding
·
Apr 29","Want to know how backed up the 
@IRSnews
 is? Today we got our 2021 refund (return filed in February) AND a letter saying that some items on our 2020 return didn’t match their records.

To make it worse, everything they say didn’t match was correctly reported on our 2020 return.
GIF
1
4",,1,,4,[],https://twitter.com/HarrenGWarding/status/1519864678624555008
Teapot Dome was Amateur Hour!,@HarrenGWarding,2022-04-29T11:48:50.000Z,"Teapot Dome was Amateur Hour!
@HarrenGWarding
·
Apr 29","Wow, THE MAN 
@donwinslow
 getting a HUGE shout out on 
@Morning_Joe
 right now…",,,,,[],https://twitter.com/HarrenGWarding/status/1520007195357634560
